"year","firstname","rank","genderindex"
"1953","Christy",34,0.96
"1953","Lauren",3,0.9
"1953","Shelly",38,0.95
"1953","Sandy",15,0.73
"1953","Shannon",47,0.85
"1953","Dee",65,0.79
"1953","Frankie",89,0.4
"1953","Robbie",71,0.7
"1953","Meredith",94,0.84
"1953","Tracy",40,0.51
"1953","Lesley",14,0.82
"1953","Allison",37,0.9
"1953","Shelby",2,0.69
"1953","Leigh",25,0.71
"1953","Kelly",10,0.22
"1953","Sherrill",93,0.88
"1953","Stacy",27,0.63
"1953","Karon",5,0.97
"1953","Jodie",70,0.84
"1953","Rosario",63,0.81
"1953","Sydney",8,0.67
"1953","Jacque",97,0.86
"1953","Gerry",56,0.27
"1953","Hilary",9,0.75
"1953","Lindy",16,0.74
"1953","Donnie",83,0.06
"1953","Lindsay",13,0.43
"1953","Sidney",84,0.08
"1953","Lavon",50,0.68
"1953","Hollie",48,0.8
"1953","Hillary",69,0.75
"1953","Lindsey",7,0.26
"1953","Kelley",26,0.38
"1953","Clair",24,0.26
"1953","Jaime",74,0.12
"1953","Artie",86,0.32
"1953","Blair",58,0.11
"1953","Arden",87,0.27
"1953","Courtney",41,0.3
"1953","Deon",77,0.77
"1953","Sheridan",60,0.58
"1953","Alpha",72,0.68
"1953","Carman",73,0.45
"1953","Lacy",18,0.22
"1953","Kelsey",78,0.55
"1953","Ivey",81,0.48
"1953","Cheyenne",19,0.73
"1953","Lacey",62,0.45
"1953","Paris",21,0.38
"1953","Ashley",11,0.23
"1953","Carlie",64,0.43
"1953","Lorin",43,0.15
"1953","Waverly",31,0.39
"1953","Whitney",23,0.19
"1953","Arlyn",61,0.25
"1953","Avery",91,0.1
"1953","Brook",66,0.49
"1953","Marlo",98,0.3
"1953","Elisha",95,0.17
"1953","Charley",29,0.05
"1953","Kendall",35,0.03
"1953","Morgan",12,0.05
"1953","Stevie",33,0.02
"1954","Beverly",44,0.99
"1954","Robin",85,0.84
"1954","Jean",68,0.98
"1954","Lynn",46,0.83
"1954","Michele",75,1
"1954","Leslie",4,0.66
"1954","Jan",30,0.8
"1954","Shelley",52,0.99
"1954","Lou",79,0.97
"1954","Gale",67,0.81
"1954","Shelly",38,0.95
"1954","Lauren",3,0.91
"1954","Christy",34,0.96
"1954","Sandy",15,0.72
"1954","Tracy",40,0.59
"1954","Shannon",47,0.82
"1954","Kelly",10,0.33
"1954","Robbie",71,0.67
"1954","Frankie",89,0.39
"1954","Dee",65,0.82
"1954","Lesley",14,0.83
"1954","Leigh",25,0.77
"1954","Shelby",2,0.68
"1954","Allison",37,0.88
"1954","Meredith",94,0.83
"1954","Stacy",27,0.69
"1954","Sherrill",93,0.9
"1954","Karon",5,0.96
"1954","Jodie",70,0.83
"1954","Rosario",63,0.79
"1954","Sydney",8,0.73
"1954","Jacque",97,0.85
"1954","Lindy",16,0.79
"1954","Hilary",9,0.77
"1954","Caron",32,0.96
"1954","Gerry",56,0.26
"1954","Donnie",83,0.06
"1954","Sidney",84,0.09
"1954","Hollie",48,0.86
"1954","Hillary",69,0.75
"1954","Lindsay",13,0.45
"1954","Kelley",26,0.54
"1954","Lindsey",7,0.3
"1954","Lavon",50,0.68
"1954","Jaime",74,0.14
"1954","Clair",24,0.29
"1954","Courtney",41,0.33
"1954","Deon",77,0.78
"1954","Sheridan",60,0.48
"1954","Blair",58,0.08
"1954","Arden",87,0.25
"1954","Carman",73,0.68
"1954","Alpha",72,0.61
"1954","Artie",86,0.25
"1954","Ashley",11,0.23
"1954","Marlo",98,0.4
"1954","Paris",21,0.43
"1954","Lacey",62,0.54
"1954","Lacy",18,0.22
"1954","Arlyn",61,0.31
"1954","Carlie",64,0.49
"1954","Ivey",81,0.38
"1954","Kelsey",78,0.46
"1954","Kendall",35,0.07
"1954","Avery",91,0.1
"1954","Brook",66,0.49
"1954","Lorin",43,0.19
"1954","Aubrey",1,0.04
"1954","Morgan",12,0.06
"1954","Whitney",23,0.19
"1954","Stevie",33,0.03
"1954","Waverly",31,0.23
"1954","Charley",29,0.04
"1954","Elisha",95,0.1
"1954","Taylor",57,0.06
"1955","Robin",85,0.85
"1955","Beverly",44,0.99
"1955","Jean",68,0.98
"1955","Lynn",46,0.85
"1955","Michele",75,1
"1955","Leslie",4,0.67
"1955","Jan",30,0.82
"1955","Shelley",52,0.99
"1955","Lou",79,0.96
"1955","Gale",67,0.84
"1955","Tracy",40,0.65
"1955","Lauren",3,0.93
"1955","Christy",34,0.96
"1955","Shelly",38,0.98
"1955","Sandy",15,0.77
"1955","Shannon",47,0.81
"1955","Kelly",10,0.31
"1955","Dee",65,0.83
"1955","Leigh",25,0.79
"1955","Robbie",71,0.64
"1955","Frankie",89,0.37
"1955","Shelby",2,0.7
"1955","Allison",37,0.91
"1955","Lesley",14,0.83
"1955","Stacy",27,0.7
"1955","Meredith",94,0.9
"1955","Jodie",70,0.86
"1955","Sherrill",93,0.89
"1955","Karon",5,0.97
"1955","Corliss",82,0.96
"1955","Hilary",9,0.8
"1955","Rosario",63,0.79
"1955","Sydney",8,0.73
"1955","Jacque",97,0.86
"1955","Lindy",16,0.78
"1955","Gerry",56,0.23
"1955","Donnie",83,0.05
"1955","Lindsay",13,0.44
"1955","Sidney",84,0.09
"1955","Kelley",26,0.56
"1955","Hollie",48,0.91
"1955","Hillary",69,0.76
"1955","Lavon",50,0.65
"1955","Jaime",74,0.14
"1955","Courtney",41,0.4
"1955","Lindsey",7,0.23
"1955","Clair",24,0.27
"1955","Artie",86,0.32
"1955","Deon",77,0.69
"1955","Blair",58,0.11
"1955","Carman",73,0.65
"1955","Paris",21,0.46
"1955","Arden",87,0.29
"1955","Sheridan",60,0.67
"1955","Avery",91,0.14
"1955","Alpha",72,0.73
"1955","Ivey",81,0.51
"1955","Lacy",18,0.21
"1955","Kelsey",78,0.56
"1955","Lacey",62,0.51
"1955","Morgan",12,0.08
"1955","Brook",66,0.46
"1955","Cheyenne",19,0.76
"1955","Arlyn",61,0.32
"1955","Carlie",64,0.44
"1955","Kendall",35,0.05
"1955","Stevie",33,0.03
"1955","Whitney",23,0.17
"1955","Lorin",43,0.12
"1955","Marlo",98,0.24
"1955","Ashley",11,0.09
"1955","Aubrey",1,0.03
"1955","Charley",29,0.05
"1955","Waverly",31,0.19
"1955","Marlen",54,0.32
"1956","Robin",85,0.84
"1956","Beverly",44,1
"1956","Lynn",46,0.87
"1956","Jean",68,0.98
"1956","Michele",75,0.99
"1956","Leslie",4,0.69
"1956","Jan",30,0.87
"1956","Shelley",52,0.99
"1956","Tracy",40,0.65
"1956","Sandy",15,0.83
"1956","Gale",67,0.85
"1956","Lou",79,0.95
"1956","Lauren",3,0.94
"1956","Shelly",38,0.97
"1956","Christy",34,0.97
"1956","Kelly",10,0.37
"1956","Shannon",47,0.81
"1956","Leigh",25,0.87
"1956","Dee",65,0.85
"1956","Stacy",27,0.74
"1956","Robbie",71,0.6
"1956","Allison",37,0.95
"1956","Frankie",89,0.35
"1956","Shelby",2,0.73
"1956","Jodie",70,0.9
"1956","Lesley",14,0.79
"1956","Meredith",94,0.87
"1956","Sherrill",93,0.88
"1956","Hilary",9,0.82
"1956","Rosario",63,0.82
"1956","Kelley",26,0.6
"1956","Lindy",16,0.86
"1956","Jacque",97,0.84
"1956","Sydney",8,0.65
"1956","Gerry",56,0.19
"1956","Hollie",48,0.89
"1956","Donnie",83,0.06
"1956","Hillary",69,0.89
"1956","Lindsay",13,0.47
"1956","Sidney",84,0.08
"1956","Jaime",74,0.17
"1956","Lavon",50,0.66
"1956","Lindsey",7,0.34
"1956","Carman",73,0.76
"1956","Courtney",41,0.3
"1956","Paris",21,0.32
"1956","Deon",77,0.79
"1956","Artie",86,0.29
"1956","Alpha",72,0.76
"1956","Kendall",35,0.1
"1956","Clair",24,0.21
"1956","Blair",58,0.11
"1956","Ashley",11,0.29
"1956","Arden",87,0.28
"1956","Ivey",81,0.5
"1956","Cheyenne",19,0.36
"1956","Sheridan",60,0.63
"1956","Avery",91,0.12
"1956","Lacy",18,0.18
"1956","Brook",66,0.4
"1956","Marlo",98,0.37
"1956","Lorin",43,0.16
"1956","Kelsey",78,0.36
"1956","Lacey",62,0.41
"1956","Morgan",12,0.06
"1956","Carlie",64,0.42
"1956","Whitney",23,0.21
"1956","Arlyn",61,0.19
"1956","Elisha",95,0.23
"1956","Marlen",54,0.51
"1956","Aubrey",1,0.02
"1956","Stevie",33,0.02
"1956","Taylor",57,0.07
"1956","Bailey",22,0.16
"1956","Waverly",31,0.12
"1957","Robin",85,0.88
"1957","Beverly",44,0.99
"1957","Lynn",46,0.86
"1957","Jean",68,0.98
"1957","Leslie",4,0.75
"1957","Michele",75,0.99
"1957","Jan",30,0.88
"1957","Tracy",40,0.64
"1957","Kelly",10,0.52
"1957","Sandy",15,0.9
"1957","Shelley",52,0.99
"1957","Lauren",3,0.96
"1957","Shelly",38,0.97
"1957","Gale",67,0.89
"1957","Christy",34,0.97
"1957","Lou",79,0.93
"1957","Shannon",47,0.82
"1957","Stacy",27,0.78
"1957","Leigh",25,0.88
"1957","Robbie",71,0.58
"1957","Jodie",70,0.92
"1957","Dee",65,0.84
"1957","Allison",37,0.93
"1957","Lesley",14,0.83
"1957","Frankie",89,0.35
"1957","Shelby",2,0.75
"1957","Kelley",26,0.74
"1957","Meredith",94,0.86
"1957","Karon",5,0.96
"1957","Sherrill",93,0.9
"1957","Hilary",9,0.85
"1957","Lindy",16,0.79
"1957","Rosario",63,0.76
"1957","Gerry",56,0.2
"1957","Sydney",8,0.7
"1957","Jacque",97,0.82
"1957","Lindsay",13,0.51
"1957","Hollie",48,0.86
"1957","Hillary",69,0.84
"1957","Lavon",50,0.75
"1957","Sidney",84,0.1
"1957","Lindsey",7,0.37
"1957","Donnie",83,0.05
"1957","Jaime",74,0.14
"1957","Corliss",82,0.92
"1957","Courtney",41,0.42
"1957","Artie",86,0.29
"1957","Carman",73,0.82
"1957","Kendall",35,0.09
"1957","Paris",21,0.4
"1957","Deon",77,0.61
"1957","Ashley",11,0.3
"1957","Sheridan",60,0.68
"1957","Arden",87,0.29
"1957","Ivey",81,0.49
"1957","Clair",24,0.23
"1957","Lacey",62,0.67
"1957","Lacy",18,0.24
"1957","Alpha",72,0.58
"1957","Blair",58,0.08
"1957","Avery",91,0.1
"1957","Lorin",43,0.2
"1957","Elisha",95,0.3
"1957","Whitney",23,0.22
"1957","Marlo",98,0.4
"1957","Kelsey",78,0.4
"1957","Cheyenne",19,0.14
"1957","Morgan",12,0.05
"1957","Aubrey",1,0.02
"1957","Charley",29,0.07
"1957","Emery",45,0.07
"1957","Taylor",57,0.1
"1957","Stevie",33,0.02
"1957","Carlie",64,0.31
"1957","Brook",66,0.21
"1957","Marlen",54,0.41
"1957","Kennedy",6,0.17
"1957","Waverly",31,0.14
"1958","Robin",85,0.89
"1958","Beverly",44,1
"1958","Lynn",46,0.88
"1958","Jean",68,0.98
"1958","Leslie",4,0.76
"1958","Michele",75,0.99
"1958","Kelly",10,0.67
"1958","Jan",30,0.86
"1958","Sandy",15,0.92
"1958","Tracy",40,0.64
"1958","Shelley",52,0.98
"1958","Shelly",38,0.98
"1958","Lauren",3,0.95
"1958","Stacy",27,0.83
"1958","Christy",34,0.97
"1958","Gale",67,0.89
"1958","Allison",37,0.96
"1958","Lou",79,0.93
"1958","Shannon",47,0.86
"1958","Kelley",26,0.82
"1958","Leigh",25,0.88
"1958","Dee",65,0.86
"1958","Jodie",70,0.94
"1958","Robbie",71,0.55
"1958","Shelby",2,0.76
"1958","Frankie",89,0.33
"1958","Lesley",14,0.75
"1958","Meredith",94,0.86
"1958","Karon",5,0.97
"1958","Sherrill",93,0.85
"1958","Lindy",16,0.75
"1958","Rosario",63,0.75
"1958","Jacque",97,0.85
"1958","Hilary",9,0.79
"1958","Gerry",56,0.18
"1958","Jaime",74,0.16
"1958","Sydney",8,0.62
"1958","Donnie",83,0.06
"1958","Hillary",69,0.82
"1958","Sidney",84,0.11
"1958","Hollie",48,0.87
"1958","Lindsay",13,0.49
"1958","Lavon",50,0.71
"1958","Courtney",41,0.49
"1958","Kendall",35,0.16
"1958","Lindsey",7,0.32
"1958","Clair",24,0.33
"1958","Ashley",11,0.34
"1958","Carman",73,0.83
"1958","Deon",77,0.53
"1958","Sheridan",60,0.62
"1958","Avery",91,0.13
"1958","Artie",86,0.24
"1958","Alpha",72,0.77
"1958","Blair",58,0.1
"1958","Kelsey",78,0.65
"1958","Morgan",12,0.11
"1958","Arden",87,0.25
"1958","Paris",21,0.33
"1958","Lacy",18,0.24
"1958","Whitney",23,0.26
"1958","Lacey",62,0.54
"1958","Lorin",43,0.22
"1958","Ivey",81,0.4
"1958","Arlyn",61,0.26
"1958","Aubrey",1,0.03
"1958","Carlie",64,0.43
"1958","Brook",66,0.36
"1958","Elisha",95,0.21
"1958","Marlen",54,0.44
"1958","Marlo",98,0.19
"1958","Cheyenne",19,0.11
"1958","Stevie",33,0.01
"1958","Waverly",31,0.22
"1959","Robin",85,0.9
"1959","Beverly",44,0.99
"1959","Lynn",46,0.88
"1959","Kelly",10,0.73
"1959","Jean",68,0.98
"1959","Leslie",4,0.77
"1959","Michele",75,0.99
"1959","Tracy",40,0.71
"1959","Sandy",15,0.94
"1959","Jan",30,0.87
"1959","Shelly",38,0.99
"1959","Shelley",52,0.99
"1959","Stacy",27,0.84
"1959","Lauren",3,0.96
"1959","Allison",37,0.96
"1959","Christy",34,0.97
"1959","Shannon",47,0.78
"1959","Gale",67,0.89
"1959","Kelley",26,0.86
"1959","Lou",79,0.93
"1959","Leigh",25,0.9
"1959","Dee",65,0.87
"1959","Jodie",70,0.92
"1959","Robbie",71,0.53
"1959","Shelby",2,0.74
"1959","Frankie",89,0.28
"1959","Lesley",14,0.76
"1959","Meredith",94,0.9
"1959","Sherrill",93,0.9
"1959","Karon",5,0.94
"1959","Rosario",63,0.78
"1959","Hilary",9,0.83
"1959","Lindy",16,0.8
"1959","Sydney",8,0.69
"1959","Jacque",97,0.78
"1959","Jaime",74,0.18
"1959","Gerry",56,0.21
"1959","Hillary",69,0.89
"1959","Hollie",48,0.88
"1959","Lavon",50,0.71
"1959","Kendall",35,0.16
"1959","Sidney",84,0.08
"1959","Lindsay",13,0.39
"1959","Donnie",83,0.04
"1959","Courtney",41,0.44
"1959","Lindsey",7,0.29
"1959","Carman",73,0.68
"1959","Paris",21,0.49
"1959","Clair",24,0.38
"1959","Ashley",11,0.33
"1959","Blair",58,0.12
"1959","Alpha",72,0.75
"1959","Arden",87,0.28
"1959","Artie",86,0.21
"1959","Deon",77,0.48
"1959","Lorin",43,0.31
"1959","Elisha",95,0.42
"1959","Ivey",81,0.53
"1959","Sheridan",60,0.53
"1959","Lacy",18,0.21
"1959","Lacey",62,0.59
"1959","Brook",66,0.34
"1959","Kelsey",78,0.38
"1959","Morgan",12,0.07
"1959","Aubrey",1,0.04
"1959","Avery",91,0.06
"1959","Carlie",64,0.59
"1959","Whitney",23,0.18
"1959","Marlo",98,0.28
"1959","Arlyn",61,0.18
"1959","Cheyenne",19,0.32
"1959","Stevie",33,0.01
"1959","Waverly",31,0.17
"1959","Ellery",17,0.08
"1959","Emery",45,0.05
"1959","Reese",59,0.09
"1960","Robin",85,0.91
"1960","Kelly",10,0.75
"1960","Beverly",44,1
"1960","Lynn",46,0.88
"1960","Tracy",40,0.7
"1960","Jean",68,0.98
"1960","Michele",75,0.99
"1960","Leslie",4,0.76
"1960","Sandy",15,0.96
"1960","Shelly",38,0.99
"1960","Jan",30,0.87
"1960","Shelley",52,0.99
"1960","Stacy",27,0.84
"1960","Lauren",3,0.96
"1960","Christy",34,0.99
"1960","Allison",37,0.95
"1960","Shannon",47,0.79
"1960","Kelley",26,0.87
"1960","Leigh",25,0.91
"1960","Lou",79,0.91
"1960","Gale",67,0.83
"1960","Dee",65,0.84
"1960","Jodie",70,0.91
"1960","Robbie",71,0.52
"1960","Frankie",89,0.29
"1960","Shelby",2,0.67
"1960","Meredith",94,0.87
"1960","Lesley",14,0.77
"1960","Rosario",63,0.84
"1960","Sherrill",93,0.88
"1960","Hilary",9,0.9
"1960","Jacque",97,0.85
"1960","Sydney",8,0.72
"1960","Lindy",16,0.77
"1960","Kendall",35,0.2
"1960","Gerry",56,0.19
"1960","Jaime",74,0.13
"1960","Sidney",84,0.1
"1960","Hollie",48,0.91
"1960","Lavon",50,0.64
"1960","Corliss",82,0.92
"1960","Hillary",69,0.83
"1960","Donnie",83,0.05
"1960","Courtney",41,0.36
"1960","Ashley",11,0.4
"1960","Paris",21,0.48
"1960","Lindsay",13,0.27
"1960","Carman",73,0.79
"1960","Elisha",95,0.65
"1960","Lindsey",7,0.23
"1960","Blair",58,0.13
"1960","Clair",24,0.34
"1960","Lorin",43,0.37
"1960","Whitney",23,0.38
"1960","Morgan",12,0.1
"1960","Arden",87,0.31
"1960","Avery",91,0.11
"1960","Deon",77,0.3
"1960","Artie",86,0.26
"1960","Lacy",18,0.25
"1960","Sheridan",60,0.51
"1960","Lacey",62,0.55
"1960","Alpha",72,0.66
"1960","Ivey",81,0.41
"1960","Aubrey",1,0.05
"1960","Kelsey",78,0.39
"1960","Brook",66,0.24
"1960","Taylor",57,0.11
"1960","Arlyn",61,0.24
"1960","Marlo",98,0.23
"1960","Cheyenne",19,0.21
"1960","Emery",45,0.05
"1960","Marlen",54,0.45
"1960","Waverly",31,0.2
"1960","Carlie",64,0.43
"1961","Robin",85,0.9
"1961","Kelly",10,0.77
"1961","Michele",75,1
"1961","Tracy",40,0.7
"1961","Beverly",44,1
"1961","Lynn",46,0.88
"1961","Leslie",4,0.78
"1961","Jean",68,0.97
"1961","Sandy",15,0.93
"1961","Shelly",38,0.99
"1961","Shelley",52,0.98
"1961","Jan",30,0.86
"1961","Stacy",27,0.84
"1961","Lauren",3,0.96
"1961","Kelley",26,0.9
"1961","Shannon",47,0.79
"1961","Allison",37,0.96
"1961","Christy",34,0.98
"1961","Leigh",25,0.91
"1961","Dee",65,0.89
"1961","Jodie",70,0.91
"1961","Gale",67,0.83
"1961","Lou",79,0.9
"1961","Robbie",71,0.42
"1961","Shelby",2,0.75
"1961","Frankie",89,0.27
"1961","Lesley",14,0.79
"1961","Meredith",94,0.89
"1961","Hilary",9,0.9
"1961","Karon",5,0.97
"1961","Jacque",97,0.83
"1961","Sherrill",93,0.88
"1961","Rosario",63,0.77
"1961","Lindy",16,0.81
"1961","Jaime",74,0.17
"1961","Sydney",8,0.69
"1961","Hillary",69,0.87
"1961","Courtney",41,0.43
"1961","Donnie",83,0.06
"1961","Ashley",11,0.4
"1961","Paris",21,0.56
"1961","Hollie",48,0.88
"1961","Gerry",56,0.17
"1961","Lavon",50,0.7
"1961","Lindsey",7,0.34
"1961","Kendall",35,0.14
"1961","Lindsay",13,0.32
"1961","Sidney",84,0.07
"1961","Whitney",23,0.42
"1961","Carman",73,0.78
"1961","Clair",24,0.37
"1961","Blair",58,0.15
"1961","Elisha",95,0.59
"1961","Morgan",12,0.14
"1961","Sheridan",60,0.63
"1961","Lacey",62,0.63
"1961","Arden",87,0.32
"1961","Lacy",18,0.3
"1961","Lorin",43,0.32
"1961","Brook",66,0.15
"1961","Alpha",72,0.65
"1961","Kelsey",78,0.57
"1961","Avery",91,0.09
"1961","Artie",86,0.19
"1961","Deon",77,0.22
"1961","Aubrey",1,0.06
"1961","Marlo",98,0.36
"1961","Arlyn",61,0.29
"1961","Ivey",81,0.38
"1961","Carlie",64,0.46
"1961","Marlen",54,0.58
"1961","Taylor",57,0.06
"1961","Stevie",33,0.02
"1961","Marlowe",80,0.2
"1962","Robin",85,0.91
"1962","Kelly",10,0.81
"1962","Tracy",40,0.72
"1962","Michele",75,0.99
"1962","Beverly",44,0.99
"1962","Lynn",46,0.89
"1962","Leslie",4,0.78
"1962","Jean",68,0.97
"1962","Shelly",38,0.99
"1962","Sandy",15,0.93
"1962","Shelley",52,0.99
"1962","Stacy",27,0.85
"1962","Jan",30,0.86
"1962","Shannon",47,0.74
"1962","Allison",37,0.97
"1962","Kelley",26,0.91
"1962","Lauren",3,0.96
"1962","Christy",34,0.98
"1962","Leigh",25,0.92
"1962","Dee",65,0.88
"1962","Jodie",70,0.95
"1962","Robbie",71,0.37
"1962","Lou",79,0.9
"1962","Shelby",2,0.76
"1962","Gale",67,0.78
"1962","Lesley",14,0.79
"1962","Frankie",89,0.29
"1962","Meredith",94,0.87
"1962","Hilary",9,0.93
"1962","Whitney",23,0.72
"1962","Rosario",63,0.8
"1962","Courtney",41,0.61
"1962","Jacque",97,0.85
"1962","Lindy",16,0.85
"1962","Sherrill",93,0.93
"1962","Jaime",74,0.16
"1962","Hillary",69,0.87
"1962","Hollie",48,0.9
"1962","Sydney",8,0.67
"1962","Ashley",11,0.47
"1962","Paris",21,0.58
"1962","Lavon",50,0.65
"1962","Kendall",35,0.14
"1962","Donnie",83,0.05
"1962","Lindsay",13,0.35
"1962","Sidney",84,0.07
"1962","Gerry",56,0.16
"1962","Lacey",62,0.77
"1962","Lacy",18,0.5
"1962","Carman",73,0.74
"1962","Lindsey",7,0.25
"1962","Blair",58,0.12
"1962","Elisha",95,0.55
"1962","Clair",24,0.36
"1962","Marlo",98,0.59
"1962","Deon",77,0.23
"1962","Sheridan",60,0.58
"1962","Avery",91,0.09
"1962","Kelsey",78,0.47
"1962","Alpha",72,0.65
"1962","Arden",87,0.29
"1962","Brook",66,0.18
"1962","Artie",86,0.19
"1962","Lorin",43,0.21
"1962","Morgan",12,0.05
"1962","Waverly",31,0.42
"1962","Carlie",64,0.51
"1962","Ivey",81,0.45
"1962","Marlen",54,0.66
"1962","Arlyn",61,0.3
"1962","Stevie",33,0.02
"1962","Aubrey",1,0.03
"1962","Cheyenne",19,0.34
"1962","Taylor",57,0.07
"1962","Emery",45,0.03
"1963","Robin",85,0.92
"1963","Kelly",10,0.83
"1963","Tracy",40,0.76
"1963","Michele",75,0.99
"1963","Leslie",4,0.8
"1963","Lynn",46,0.89
"1963","Beverly",44,0.99
"1963","Jean",68,0.97
"1963","Shelly",38,0.99
"1963","Stacy",27,0.88
"1963","Sandy",15,0.93
"1963","Shelley",52,0.99
"1963","Shannon",47,0.77
"1963","Jan",30,0.88
"1963","Kelley",26,0.93
"1963","Allison",37,0.97
"1963","Lauren",3,0.96
"1963","Christy",34,0.98
"1963","Leigh",25,0.93
"1963","Jodie",70,0.94
"1963","Dee",65,0.87
"1963","Robbie",71,0.32
"1963","Lou",79,0.91
"1963","Shelby",2,0.74
"1963","Lesley",14,0.8
"1963","Gale",67,0.79
"1963","Frankie",89,0.29
"1963","Whitney",23,0.78
"1963","Hilary",9,0.92
"1963","Meredith",94,0.89
"1963","Courtney",41,0.53
"1963","Sydney",8,0.75
"1963","Hillary",69,0.9
"1963","Rosario",63,0.78
"1963","Sherrill",93,0.88
"1963","Jacque",97,0.8
"1963","Jaime",74,0.16
"1963","Hollie",48,0.93
"1963","Ashley",11,0.47
"1963","Lindy",16,0.86
"1963","Lindsay",13,0.44
"1963","Paris",21,0.54
"1963","Kendall",35,0.13
"1963","Sidney",84,0.09
"1963","Lavon",50,0.65
"1963","Lindsey",7,0.33
"1963","Donnie",83,0.05
"1963","Elisha",95,0.65
"1963","Gerry",56,0.15
"1963","Blair",58,0.13
"1963","Carman",73,0.84
"1963","Lacey",62,0.69
"1963","Lacy",18,0.36
"1963","Clair",24,0.31
"1963","Sheridan",60,0.6
"1963","Arden",87,0.38
"1963","Deon",77,0.25
"1963","Alpha",72,0.74
"1963","Kelsey",78,0.56
"1963","Lorin",43,0.26
"1963","Morgan",12,0.09
"1963","Brook",66,0.2
"1963","Artie",86,0.26
"1963","Marlo",98,0.45
"1963","Marlen",54,0.66
"1963","Ivey",81,0.45
"1963","Arlyn",61,0.31
"1963","Avery",91,0.05
"1963","Carlie",64,0.51
"1963","Waverly",31,0.26
"1963","Cheyenne",19,0.43
"1963","Aubrey",1,0.03
"1963","Kennedy",6,0.04
"1963","Stevie",33,0.01
"1963","Taylor",57,0.06
"1964","Robin",85,0.93
"1964","Kelly",10,0.84
"1964","Tracy",40,0.79
"1964","Michele",75,0.99
"1964","Lynn",46,0.9
"1964","Leslie",4,0.8
"1964","Beverly",44,0.99
"1964","Jean",68,0.96
"1964","Shelly",38,0.99
"1964","Stacy",27,0.87
"1964","Shelley",52,0.99
"1964","Sandy",15,0.93
"1964","Shannon",47,0.76
"1964","Allison",37,0.98
"1964","Kelley",26,0.93
"1964","Lauren",3,0.97
"1964","Christy",34,0.99
"1964","Jan",30,0.86
"1964","Leigh",25,0.93
"1964","Jodie",70,0.96
"1964","Dee",65,0.89
"1964","Lesley",14,0.84
"1964","Robbie",71,0.31
"1964","Whitney",23,0.74
"1964","Shelby",2,0.74
"1964","Meredith",94,0.91
"1964","Gale",67,0.77
"1964","Lou",79,0.85
"1964","Hilary",9,0.94
"1964","Courtney",41,0.63
"1964","Frankie",89,0.25
"1964","Ashley",11,0.63
"1964","Sydney",8,0.73
"1964","Rosario",63,0.81
"1964","Hillary",69,0.94
"1964","Sherrill",93,0.9
"1964","Kendall",35,0.19
"1964","Jacque",97,0.82
"1964","Hollie",48,0.91
"1964","Jaime",74,0.13
"1964","Lindy",16,0.88
"1964","Gerry",56,0.21
"1964","Carman",73,0.93
"1964","Paris",21,0.5
"1964","Lavon",50,0.62
"1964","Elisha",95,0.66
"1964","Sidney",84,0.07
"1964","Lindsay",13,0.45
"1964","Donnie",83,0.04
"1964","Lindsey",7,0.33
"1964","Morgan",12,0.17
"1964","Blair",58,0.12
"1964","Brook",66,0.3
"1964","Clair",24,0.34
"1964","Lacy",18,0.33
"1964","Lacey",62,0.67
"1964","Lorin",43,0.21
"1964","Deon",77,0.27
"1964","Marlo",98,0.53
"1964","Marlen",54,0.73
"1964","Kelsey",78,0.47
"1964","Arden",87,0.33
"1964","Avery",91,0.09
"1964","Sheridan",60,0.51
"1964","Artie",86,0.22
"1964","Taylor",57,0.15
"1964","Alpha",72,0.43
"1964","Stevie",33,0.02
"1964","Aubrey",1,0.03
"1964","Carlie",64,0.45
"1964","Ivey",81,0.32
"1964","Waverly",31,0.34
"1964","Arlyn",61,0.27
"1964","Cheyenne",19,0.32
"1964","Charley",29,0.05
"1964","Ellery",17,0.2
"1965","Kelly",10,0.85
"1965","Robin",85,0.93
"1965","Tracy",40,0.8
"1965","Michele",75,1
"1965","Leslie",4,0.78
"1965","Lynn",46,0.9
"1965","Shelly",38,0.99
"1965","Beverly",44,0.99
"1965","Jean",68,0.95
"1965","Stacy",27,0.85
"1965","Allison",37,0.99
"1965","Shannon",47,0.74
"1965","Shelley",52,0.99
"1965","Sandy",15,0.89
"1965","Kelley",26,0.93
"1965","Lauren",3,0.96
"1965","Christy",34,0.98
"1965","Jan",30,0.82
"1965","Leigh",25,0.94
"1965","Lesley",14,0.89
"1965","Jodie",70,0.93
"1965","Dee",65,0.87
"1965","Meredith",94,0.92
"1965","Robbie",71,0.3
"1965","Whitney",23,0.78
"1965","Frankie",89,0.3
"1965","Shelby",2,0.72
"1965","Courtney",41,0.59
"1965","Hilary",9,0.95
"1965","Gale",67,0.75
"1965","Lou",79,0.88
"1965","Ashley",11,0.65
"1965","Sydney",8,0.78
"1965","Hollie",48,0.95
"1965","Rosario",63,0.78
"1965","Karon",5,0.96
"1965","Kendall",35,0.23
"1965","Hillary",69,0.88
"1965","Jaime",74,0.14
"1965","Lashawn",53,0.94
"1965","Sherrill",93,0.87
"1965","Jacque",97,0.77
"1965","Elisha",95,0.71
"1965","Lindy",16,0.74
"1965","Paris",21,0.54
"1965","Sidney",84,0.08
"1965","Lindsay",13,0.41
"1965","Carman",73,0.84
"1965","Blair",58,0.19
"1965","Gerry",56,0.14
"1965","Lavon",50,0.63
